At    1053.30, Entity:    96,860.236,0, ServeEnd 
At    1053.30, Entity:    97,863.757,0, ServeBegin 
At    1058.75, Entity:   118,1058.746,0, CreateEnd (Arrival) 
At    1064.21, Entity:   119,1064.209,0, CreateEnd (Arrival) 
At    1064.65, Entity:    97,863.757,0, ServeEnd 
At    1064.65, Entity:    98,883.026,0, ServeBegin 
At    1076.09, Entity:    98,883.026,0, ServeEnd 
At    1076.09, Entity:    99,887.624,0, ServeBegin 
At    1079.32, Entity:   120,1079.32,0, CreateEnd (Arrival) 
At    1085.75, Entity:   121,1085.747,0, CreateEnd (Arrival) 
At    1086.15, Entity:    99,887.624,0, ServeEnd 
At    1086.15, Entity:   100,894.075,0, ServeBegin 
At    1092.29, Entity:   122,1092.291,0, CreateEnd (Arrival) 
At    1095.31, Entity:   100,894.075,0, ServeEnd 
At    1095.31, Entity:   101,906.912,0, ServeBegin 
At    1096.82, Entity:   123,1096.82,0, CreateEnd (Arrival) 
At    1105.17, Entity:   101,906.912,0, ServeEnd 
At    1105.17, Entity:   102,909.674,0, ServeBegin 
At    1111.93, Entity:   124,1111.927,0, CreateEnd (Arrival) 
At    1113.27, Entity:   102,909.674,0, ServeEnd 
At    1113.27, Entity:   103,911.087,0, ServeBegin 
At    1115.81, Entity:   125,1115.814,0, CreateEnd (Arrival) 
At    1117.02, Entity:   126,1117.02,0, CreateEnd (Arrival) 
At    1123.11, Entity:   103,911.087,0, ServeEnd 
At    1123.11, Entity:   104,920.837,0, ServeBegin 
At    1123.22, Entity:   127,1123.219,0, CreateEnd (Arrival) 
At    1131.92, Entity:   128,1131.918,0, CreateEnd (Arrival) 
At    1131.93, Entity:   104,920.837,0, ServeEnd 
At    1131.93, Entity:   105,926.888,0, ServeBegin 
At    1134.20, Entity:   129,1134.196,0, CreateEnd (Arrival) 
At    1141.42, Entity:   105,926.888,0, ServeEnd 
At    1141.42, Entity:   106,929.872,0, ServeBegin 
At    1152.23, Entity:   106,929.872,0, ServeEnd 
At    1152.23, Entity:   107,946.948,0, ServeBegin 
At    1152.94, Entity:   130,1152.94,0, CreateEnd (Arrival) 
At    1153.29, Entity:   131,1153.287,0, CreateEnd (Arrival) 
At    1163.06, Entity:   107,946.948,0, ServeEnd 
At    1163.06, Entity:   108,952.981,0, ServeBegin 
At    1172.45, Entity:   132,1172.453,0, CreateEnd (Arrival) 
At    1173.11, Entity:   108,952.981,0, ServeEnd 
At    1173.11, Entity:   109,962.969,0, ServeBegin 
At    1179.68, Entity:   133,1179.679,0, CreateEnd (Arrival) 
At    1184.78, Entity:   109,962.969,0, ServeEnd 
At    1184.78, Entity:   110,964.279,0, ServeBegin 
At    1195.77, Entity:   110,964.279,0, ServeEnd 
At    1195.77, Entity:   111,967.772,0, ServeBegin 
At    1196.26, Entity:   134,1196.258,0, CreateEnd (Arrival) 
At    1207.34, Entity:   111,967.772,0, ServeEnd 
At    1207.34, Entity:   112,985.715,0, ServeBegin 
At    1211.33, Entity:   135,1211.333,0, CreateEnd (Arrival) 
At    1215.51, Entity:   112,985.715,0, ServeEnd 
At    1215.51, Entity:   113,994.163,0, ServeBegin 
At    1220.62, Entity:   136,1220.617,0, CreateEnd (Arrival) 
At    1223.26, Entity:   137,1223.265,0, CreateEnd (Arrival) 
At    1225.75, Entity:   113,994.163,0, ServeEnd 
At    1225.75, Entity:   114,995.264,0, ServeBegin 
At    1234.70, Entity:   114,995.264,0, ServeEnd 
At    1234.70, Entity:   115,997.049,0, ServeBegin 
At    1240.38, Entity:   138,1240.379,0, CreateEnd (Arrival) 
At    1245.67, Entity:   115,997.049,0, ServeEnd 
At    1245.67, Entity:   116,1005.552,0, ServeBegin 
At    1255.86, Entity:   116,1005.552,0, ServeEnd 
At    1255.86, Entity:   117,1011.321,0, ServeBegin 
At    1266.74, Entity:   117,1011.321,0, ServeEnd 
At    1266.74, Entity:   118,1058.746,0, ServeBegin 
At    1276.56, Entity:   118,1058.746,0, ServeEnd 
At    1276.56, Entity:   119,1064.209,0, ServeBegin 
At    1284.71, Entity:   119,1064.209,0, ServeEnd 
At    1284.71, Entity:   120,1079.32,0, ServeBegin 
At    1291.33, Entity:   139,1291.331,0, CreateEnd (Arrival) 
At    1293.33, Entity:   120,1079.32,0, ServeEnd 
